UPDATE Locales_gameobject Set name_loc3 = | Eliza's Grabstein| WHERE entry = 37; --Name: Eliza|s Grabstein
UPDATE Locales_gameobject Set name_loc3 = | IronForge-Elevator| WHERE entry = 32057; --Name: Eisenschmiede-Aufzug
UPDATE Locales_gameobject Set name_loc3 = | Brüllenden Fire| WHERE entry = 32109; --Name: brüllend Feuer
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 32110; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Flinthammer der Rüstungsschmied und Clothier| WHERE entry = 32348; --Name: Flinthammer|s Rüstungsschmied und Tuchmacher
UPDATE Locales_gameobject Set name_loc3 = | Die Finespindle Leder Goods| WHERE entry = 32350; --Name: Finespindle|s-Lederwaren
UPDATE Locales_gameobject Set name_loc3 = | Steinbraue des Clothier| WHERE entry = 32351; --Name: Stonebrow|s Clothier
UPDATE Locales_gameobject Set name_loc3 = | Reisen Fisherman| WHERE entry = 32352; --Name: Fischer Reisen
UPDATE Locales_gameobject Set name_loc3 = | Springspindle die Gadgets| WHERE entry = 32353; --Name: Springspindle|s-Gadgets
UPDATE Locales_gameobject Set name_loc3 = | Dinge, die gehen Boom! | WHERE entry = 32354; --Name: Dinge, die gehen Boom!
UPDATE Locales_gameobject Set name_loc3 = | Halle Explorers| WHERE entry = 32356; --Name: Halle der Forscher
UPDATE Locales_gameobject Set name_loc3 = | Die Commerce-Ward| WHERE entry = 32357; --Name: Commerce-Ward
UPDATE Locales_gameobject Set name_loc3 = | Die militärische Ward| WHERE entry = 32359; --Name: militärische Ward
UPDATE Locales_gameobject Set name_loc3 = | Halle Explorers| WHERE entry = 32360; --Name: Halle der Forscher
UPDATE Locales_gameobject Set name_loc3 = | Die Commerce-Ward| WHERE entry = 32361; --Name: Commerce-Ward
UPDATE Locales_gameobject Set name_loc3 = | Die mystische Ward| WHERE entry = 32362; --Name: mystische Ward
UPDATE Locales_gameobject Set name_loc3 = | Halle Explorers| WHERE entry = 32363; --Name: Halle der Forscher
UPDATE Locales_gameobject Set name_loc3 = | Markt Walk| WHERE entry = 32364; --Name: Spaziergang zu vermarkten
UPDATE Locales_gameobject Set name_loc3 = | Die militärische Ward| WHERE entry = 32365; --Name: militärische Ward
UPDATE Locales_gameobject Set name_loc3 = | Markt Walk| WHERE entry = 32366; --Name: Spaziergang zu vermarkten
UPDATE Locales_gameobject Set name_loc3 = | Ironforge-Main Gate| WHERE entry = 32367; --Name: Ironforge Haupttor
UPDATE Locales_gameobject Set name_loc3 = | Markt Walk| WHERE entry = 32368; --Name: Spaziergang zu vermarkten
UPDATE Locales_gameobject Set name_loc3 = | Ironforge-Main Gate| WHERE entry = 32370; --Name: Ironforge Haupttor
UPDATE Locales_gameobject Set name_loc3 = | Halle Explorers| WHERE entry = 32371; --Name: Halle der Forscher
UPDATE Locales_gameobject Set name_loc3 = | Die große Forge| WHERE entry = 32372; --Name: die große Schmiede
UPDATE Locales_gameobject Set name_loc3 = | Die große Forge| WHERE entry = 32373; --Name: die große Schmiede
UPDATE Locales_gameobject Set name_loc3 = | Die große Forge| WHERE entry = 32374; --Name: die große Schmiede
UPDATE Locales_gameobject Set name_loc3 = | Die große Forge| WHERE entry = 32375; --Name: die große Schmiede
UPDATE Locales_gameobject Set name_loc3 = | Markt Walk| WHERE entry = 32376; --Name: Spaziergang zu vermarkten
UPDATE Locales_gameobject Set name_loc3 = | Gewölbe des Ironforge| WHERE entry = 32377; --Name: Vault von Eisenschmiede
UPDATE Locales_gameobject Set name_loc3 = | Die große Forge| WHERE entry = 32378; --Name: die große Schmiede
UPDATE Locales_gameobject Set name_loc3 = | Die große Forge| WHERE entry = 32379; --Name: die große Schmiede
UPDATE Locales_gameobject Set name_loc3 = | Gewölbe des Ironforge| WHERE entry = 32380; --Name: Vault von Eisenschmiede
UPDATE Locales_gameobject Set name_loc3 = | Die verlassenen Caverns| WHERE entry = 32381; --Name: die verlassenen Höhlen
UPDATE Locales_gameobject Set name_loc3 = | Markt Walk| WHERE entry = 32384; --Name: Spaziergang zu vermarkten
UPDATE Locales_gameobject Set name_loc3 = | Halle Mysteries| WHERE entry = 32386; --Name: Halle der Geheimnisse
UPDATE Locales_gameobject Set name_loc3 = | Markt Walk| WHERE entry = 32388; --Name: Spaziergang zu vermarkten
UPDATE Locales_gameobject Set name_loc3 = | Halle Arms| WHERE entry = 32390; --Name: Halle der Arme
UPDATE Locales_gameobject Set name_loc3 = | Die große Forge| WHERE entry = 32392; --Name: die große Schmiede
UPDATE Locales_gameobject Set name_loc3 = | Markt Walk| WHERE entry = 32393; --Name: Spaziergang zu vermarkten
UPDATE Locales_gameobject Set name_loc3 = | Markt Walk| WHERE entry = 32394; --Name: Spaziergang zu vermarkten
UPDATE Locales_gameobject Set name_loc3 = | Die große Forge| WHERE entry = 32395; --Name: die große Schmiede
UPDATE Locales_gameobject Set name_loc3 = | Ironforge-Main Gate| WHERE entry = 32396; --Name: Ironforge Haupttor
UPDATE Locales_gameobject Set name_loc3 = | Ironforge-Main Gate| WHERE entry = 32397; --Name: Ironforge Haupttor
UPDATE Locales_gameobject Set name_loc3 = | Ironforge-Main Gate| WHERE entry = 32398; --Name: Ironforge Haupttor
UPDATE Locales_gameobject Set name_loc3 = | Ironforge-Main Gate| WHERE entry = 32399; --Name: Ironforge Haupttor
UPDATE Locales_gameobject Set name_loc3 = | Die Commerce-Ward| WHERE entry = 32400; --Name: Commerce-Ward
UPDATE Locales_gameobject Set name_loc3 = | Die Commerce-Ward| WHERE entry = 32401; --Name: Commerce-Ward
UPDATE Locales_gameobject Set name_loc3 = | Ironforge-Main Gate| WHERE entry = 32402; --Name: Ironforge Haupttor
UPDATE Locales_gameobject Set name_loc3 = | Die Commerce-Ward| WHERE entry = 32403; --Name: Commerce-Ward
UPDATE Locales_gameobject Set name_loc3 = | Ironforge-Main Gate| WHERE entry = 32405; --Name: Ironforge Haupttor
UPDATE Locales_gameobject Set name_loc3 = | Markt Walk| WHERE entry = 32406; --Name: Spaziergang zu vermarkten
UPDATE Locales_gameobject Set name_loc3 = | Markt Walk| WHERE entry = 32407; --Name: Spaziergang zu vermarkten
UPDATE Locales_gameobject Set name_loc3 = | Halle Explorers| WHERE entry = 32408; --Name: Halle der Forscher
UPDATE Locales_gameobject Set name_loc3 = | Die Commerce-Ward| WHERE entry = 32409; --Name: Commerce-Ward
UPDATE Locales_gameobject Set name_loc3 = | Ironforge-Main Gate| WHERE entry = 32410; --Name: Ironforge Haupttor
UPDATE Locales_gameobject Set name_loc3 = | Ironforge-Main Gate| WHERE entry = 32411; --Name: Ironforge Haupttor
UPDATE Locales_gameobject Set name_loc3 = | Markt Walk| WHERE entry = 32412; --Name: Spaziergang zu vermarkten
UPDATE Locales_gameobject Set name_loc3 = | Halle Explorers| WHERE entry = 32413; --Name: Halle der Forscher
UPDATE Locales_gameobject Set name_loc3 = | Die Commerce-Ward| WHERE entry = 32414; --Name: Commerce-Ward
UPDATE Locales_gameobject Set name_loc3 = | Die Commerce-Ward| WHERE entry = 32417; --Name: Commerce-Ward
UPDATE Locales_gameobject Set name_loc3 = | Halle Explorers| WHERE entry = 32418; --Name: Halle der Forscher
UPDATE Locales_gameobject Set name_loc3 = | GNOMEs| WHERE entry = 32419; --Name: Zwerge
UPDATE Locales_gameobject Set name_loc3 = | Die Commerce-Ward| WHERE entry = 32420; --Name: Commerce-Ward
UPDATE Locales_gameobject Set name_loc3 = | Halle Explorers| WHERE entry = 32421; --Name: Halle der Forscher
UPDATE Locales_gameobject Set name_loc3 = | Halle Explorers| WHERE entry = 32423; --Name: Halle der Forscher
UPDATE Locales_gameobject Set name_loc3 = | Die militärische Ward| WHERE entry = 32428; --Name: militärische Ward
UPDATE Locales_gameobject Set name_loc3 = | Ironforge-Main Gate| WHERE entry = 32430; --Name: Ironforge Haupttor
UPDATE Locales_gameobject Set name_loc3 = | Die militärische Ward| WHERE entry = 32434; --Name: militärische Ward
UPDATE Locales_gameobject Set name_loc3 = | Die große Forge| WHERE entry = 32436; --Name: die große Schmiede
UPDATE Locales_gameobject Set name_loc3 = | Die mystische Ward| WHERE entry = 32438; --Name: mystische Ward
UPDATE Locales_gameobject Set name_loc3 = | Ironforge-Main Gate| WHERE entry = 32440; --Name: Ironforge Haupttor
UPDATE Locales_gameobject Set name_loc3 = | Anvil| WHERE entry = 32595; --Name: Anvil
UPDATE Locales_gameobject Set name_loc3 = | Markt Walk| WHERE entry = 32783; --Name: Spaziergang zu vermarkten
UPDATE Locales_gameobject Set name_loc3 = | Markt Walk| WHERE entry = 32784; --Name: Spaziergang zu vermarkten
UPDATE Locales_gameobject Set name_loc3 = | Markt Walk| WHERE entry = 32785; --Name: Spaziergang zu vermarkten
UPDATE Locales_gameobject Set name_loc3 = | Halle Explorers| WHERE entry = 32786; --Name: Halle der Forscher
UPDATE Locales_gameobject Set name_loc3 = | Markt Walk| WHERE entry = 32787; --Name: Spaziergang zu vermarkten
UPDATE Locales_gameobject Set name_loc3 = | Halle Explorers| WHERE entry = 32788; --Name: Halle der Forscher
UPDATE Locales_gameobject Set name_loc3 = | Die große Forge| WHERE entry = 32789; --Name: die große Schmiede
UPDATE Locales_gameobject Set name_loc3 = | Die große Forge| WHERE entry = 32790; --Name: die große Schmiede
UPDATE Locales_gameobject Set name_loc3 = | Die mystische Ward| WHERE entry = 32791; --Name: mystische Ward
UPDATE Locales_gameobject Set name_loc3 = | Markt Walk| WHERE entry = 32792; --Name: Spaziergang zu vermarkten
UPDATE Locales_gameobject Set name_loc3 = | Halle Explorers| WHERE entry = 32793; --Name: Halle der Forscher
UPDATE Locales_gameobject Set name_loc3 = | BerryFizz Tränke und gemischte Drinks| WHERE entry = 34357; --Name: BerryFizz Tränke und Mischgetränke
UPDATE Locales_gameobject Set name_loc3 = | Die verlassenen Cavern| WHERE entry = 34358; --Name: die verlassene Höhle
UPDATE Locales_gameobject Set name_loc3 = | Die verlassenen Cavern| WHERE entry = 34359; --Name: die verlassene Höhle
UPDATE Locales_gameobject Set name_loc3 = | Die verlassenen Cavern| WHERE entry = 34361; --Name: die verlassene Höhle
UPDATE Locales_gameobject Set name_loc3 = | Die verlassenen Cavern| WHERE entry = 34362; --Name: die verlassene Höhle
UPDATE Locales_gameobject Set name_loc3 = | Die verlassenen Cavern| WHERE entry = 34363; --Name: die verlassene Höhle
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 35572; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 35573; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 35574; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 35575; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 35576; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Dwarven High zurück Chair| WHERE entry = 35577; --Name: Dwarven Hochstuhl zurück
UPDATE Locales_gameobject Set name_loc3 = | Dwarven High zurück Chair| WHERE entry = 35578; --Name: Dwarven Hochstuhl zurück
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 35579; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Dwarven High zurück Chair| WHERE entry = 35580; --Name: Dwarven Hochstuhl zurück
UPDATE Locales_gameobject Set name_loc3 = | Dwarven High zurück Chair| WHERE entry = 35581; --Name: Dwarven Hochstuhl zurück
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 35582; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 35583; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 35584; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 35585; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Dwarven High zurück Chair| WHERE entry = 35588; --Name: Dwarven Hochstuhl zurück
UPDATE Locales_gameobject Set name_loc3 = | Dwarven High zurück Chair| WHERE entry = 35589; --Name: Dwarven Hochstuhl zurück
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 36645; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Restaurants Bench| WHERE entry = 36990; --Name: Bench Restaurants
UPDATE Locales_gameobject Set name_loc3 = | Restaurants Bench| WHERE entry = 36991; --Name: Bench Restaurants
UPDATE Locales_gameobject Set name_loc3 = | Restaurants Bench| WHERE entry = 36992; --Name: Bench Restaurants
UPDATE Locales_gameobject Set name_loc3 = | Restaurants Bench| WHERE entry = 36993; --Name: Bench Restaurants
UPDATE Locales_gameobject Set name_loc3 = | Restaurants Bench| WHERE entry = 36994; --Name: Bench Restaurants
UPDATE Locales_gameobject Set name_loc3 = | Restaurants Bench| WHERE entry = 36995; --Name: Bench Restaurants
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 37473; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Dwarven High zurück Chair| WHERE entry = 37474; --Name: Dwarven Hochstuhl zurück
UPDATE Locales_gameobject Set name_loc3 = | Dwarven High zurück Chair| WHERE entry = 37475; --Name: Dwarven Hochstuhl zurück
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 37476; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 37477; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 37479; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Dwarven High zurück Chair| WHERE entry = 37480; --Name: Dwarven Hochstuhl zurück
UPDATE Locales_gameobject Set name_loc3 = | Dwarven High zurück Chair| WHERE entry = 37481; --Name: Dwarven Hochstuhl zurück
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 37482; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Dwarven High zurück Chair| WHERE entry = 37483; --Name: Dwarven Hochstuhl zurück
UPDATE Locales_gameobject Set name_loc3 = | Dwarven High zurück Chair| WHERE entry = 37484; --Name: Dwarven Hochstuhl zurück
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 37485; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 37486; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 37487; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 37488; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 37489; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 37490; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 37491; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Dwarven High zurück Chair| WHERE entry = 37492; --Name: Dwarven Hochstuhl zurück
UPDATE Locales_gameobject Set name_loc3 = | Dwarven High zurück Chair| WHERE entry = 37493; --Name: Dwarven Hochstuhl zurück
UPDATE Locales_gameobject Set name_loc3 = | Cookpot| WHERE entry = 38019; --Name: Cookpot
UPDATE Locales_gameobject Set name_loc3 = | PotBelly Stove| WHERE entry = 38020; --Name: Potbelly Herd
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 38021; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 38022; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 38023; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Dwarven High zurück Chair| WHERE entry = 38024; --Name: Dwarven Hochstuhl zurück
UPDATE Locales_gameobject Set name_loc3 = | Dwarven High zurück Chair| WHERE entry = 38025; --Name: Dwarven Hochstuhl zurück
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 38026; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 38027; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Fire| WHERE entry = 40198; --Name: Feuer
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 40299; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 55616; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 56820; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 57709; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 57710; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 57725; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 57726; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 57727; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 57748; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 57749; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 57750; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 57751; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 57752; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 57753; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Cauldron| WHERE entry = 59529; --Name: Cauldron
UPDATE Locales_gameobject Set name_loc3 = | Cauldron| WHERE entry = 59530; --Name: Cauldron
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 60394; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 61927; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 61928; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 61952; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Brazier| WHERE entry = 61953; --Name: Brazier
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 64849; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 64850; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Feuer Totem| WHERE entry = 67234; --Name: Feuer-Totem
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 69425; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 69431; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70518; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70519; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70520; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70521; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70522; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70523; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70524; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70525; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70526; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70527; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70528; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70530; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70531; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70532; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70533; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70534; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70535; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70536; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70537; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70538; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70539; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70540; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70541; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70542; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70543; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70544; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70545; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70546; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70547; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70548; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70549; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70551; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70552; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70553; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70554; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70555; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70556; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 70557; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Cauldron| WHERE entry = 74077; --Name: Cauldron
UPDATE Locales_gameobject Set name_loc3 = | Geräuchertes Fleisch Rack| WHERE entry = 74446; --Name: geräuchertem Fleisch Rack
UPDATE Locales_gameobject Set name_loc3 = | Noggele Satchel| WHERE entry = 74731; --Name: Noggle|s Satchel
UPDATE Locales_gameobject Set name_loc3 = | Rail| WHERE entry = 80024; --Name: Schiene
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 82139; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Lamppost| WHERE entry = 82140; --Name: Laterne
UPDATE Locales_gameobject Set name_loc3 = | Gestohlene Books| WHERE entry = 83763; --Name: Bücher gestohlen
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 88498; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 91738; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 92098; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 94189; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Schamane Shrine| WHERE entry = 100028; --Name: Schamane-Schrein
UPDATE Locales_gameobject Set name_loc3 = | Schamane Shrine| WHERE entry = 100035; --Name: Schamane-Schrein
UPDATE Locales_gameobject Set name_loc3 = | Schamane Shrine| WHERE entry = 101750; --Name: Schamane-Schrein
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 111993; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 111994; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 111995; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 111996; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 111998; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 112000; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 112015; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 112023; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 112024; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 112028; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 112068; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Chair| WHERE entry = 112214; --Name: Stuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 112318; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 113540; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Kohlebecken von Everfount| WHERE entry = 113791; --Name: Kohlebecken von Everfount
UPDATE Locales_gameobject Set name_loc3 = | Anvil| WHERE entry = 138316; --Name: Anvil
UPDATE Locales_gameobject Set name_loc3 = | Forge| WHERE entry = 138317; --Name: Schmieden
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 138318; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Doors| WHERE entry = 138493; --Name: Türen
UPDATE Locales_gameobject Set name_loc3 = | Heftige Blaze| WHERE entry = 140106; --Name: heftige Blaze
UPDATE Locales_gameobject Set name_loc3 = | Heftige Blaze| WHERE entry = 140107; --Name: heftige Blaze
UPDATE Locales_gameobject Set name_loc3 = | Heftige Blaze| WHERE entry = 140108; --Name: heftige Blaze
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 140211; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 140212; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 140213; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 140357; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Schwelenden Coals| WHERE entry = 140358; --Name: schwelenden Kohlen
UPDATE Locales_gameobject Set name_loc3 = | Schwelenden Coals| WHERE entry = 140359; --Name: schwelenden Kohlen
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 140360; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 140931; --Name: Bonfire
